29	30	1
29	126	1
29	152	1
29	265	1
29	274	1
29	398	1
29	401	2
29	471	1
29	526	1
29	736	1
29	878	1
29	1020	1
29	1082	2
29	1366	1
29	1398	4
29	1445	2
29	1504	4
29	1515	1
29	1521	2
29	1531	1
29	1703	1
29	1977	1
29	1994	6
29	2044	2
29	2045	1
29	2079	2
29	2086	1
29	2118	3
29	2196	1
29	2245	4
29	2253	2
29	2299	2
29	2352	1
29	2616	1
29	2649	1
29	2949	2
29	3008	1
30	126	3
30	139	8
30	152	2
30	170	3
30	219	1
30	242	5
30	254	1
30	265	2
30	274	12
30	342	1
30	398	3
30	401	6
30	431	1
30	449	2
30	526	2
30	600	2
30	878	2
30	969	1
30	1020	3
30	1024	4
30	1082	3
30	1232	2
30	1269	1
30	1366	4
30	1398	13
30	1445	9
30	1475	1
30	1504	12
30	1514	1
30	1521	2
30	1527	1
30	1637	1
30	1703	1
30	1776	2
30	1782	1
30	1832	1
30	1861	1
30	1945	3
30	1977	1
30	1994	11
30	2015	1
30	2044	2
30	2079	5
30	2086	12
30	2118	2
30	2245	10
30	2261	2
30	2299	11
30	2352	7
30	2450	2
30	2655	1
30	2659	4
30	2737	3
30	2786	1
30	2827	1
30	2893	1
30	2926	3
30	2949	3
30	3009	1
30	3040	4
60	168	1
60	219	1
60	274	3
60	427	2
60	431	5
60	449	1
60	471	1
60	526	4
60	621	1
60	668	2
60	794	3
60	825	1
60	958	2
60	969	12
60	1014	4
60	1082	1
60	1103	4
60	1232	5
60	1288	3
60	1321	2
60	1347	4
60	1366	2
60	1398	3
60	1404	5
60	1490	5
60	1504	4
60	1560	3
60	1594	2
60	1861	3
60	1915	2
60	1985	1
60	1994	2
60	2079	7
60	2086	6
60	2118	1
60	2196	3
60	2245	2
60	2261	1
60	2299	3
60	2352	1
60	2450	1
60	2487	2
60	2659	1
60	2695	8
60	2719	10
60	2737	2
60	2786	3
60	2869	15
60	2893	4
60	2949	19
60	2979	6
60	3008	1
60	3040	2
126	139	5
126	170	1
126	219	1
126	242	2
126	254	1
126	274	8
126	342	1
126	398	2
126	401	5
126	526	1
126	599	1
126	1020	1
126	1024	1
126	1082	4
126	1269	1
126	1288	1
126	1366	1
126	1398	7
126	1445	6
126	1504	11
126	1515	3
126	1521	2
126	1531	2
126	1782	1
126	1861	1
126	1945	4
126	1994	10
126	2015	1
126	2044	1
126	2079	3
126	2086	8
126	2118	4
126	2245	6
126	2253	1
126	2261	1
126	2299	8
126	2352	3
126	2450	2
126	2461	2
126	2659	3
126	2719	1
126	2737	1
126	2893	2
126	2926	1
126	2949	3
126	3009	1
126	3040	3
139	152	4
139	170	5
139	219	6
139	242	4
139	254	3
139	265	2
139	274	13
139	342	2
139	398	1
139	401	2
139	449	1
139	526	4
139	599	1
139	736	1
139	758	1
139	878	2
139	895	2
139	919	1
139	1020	1
139	1024	6
139	1082	4
139	1232	3
139	1288	4
139	1366	5
139	1398	21
139	1434	2
139	1445	6
139	1504	22
139	1514	4
139	1515	3
139	1521	5
139	1527	2
139	1531	1
139	1637	3
139	1776	2
139	1823	2
139	1832	5
139	1915	1
139	1945	9
139	1985	4
139	1994	10
139	2044	3
139	2079	10
139	2086	19
139	2118	8
139	2196	1
139	2245	12
139	2261	5
139	2299	11
139	2352	10
139	2450	7
139	2461	1
139	2488	1
139	2616	2
139	2659	7
139	2685	1
139	2719	2
139	2737	3
139	2893	2
139	2926	5
139	2949	6
139	2979	1
139	3008	1
139	3040	4
152	170	1
152	219	2
152	242	1
152	265	2
152	274	8
152	342	1
152	401	2
152	449	2
152	526	1
152	599	2
152	736	1
152	825	1
152	878	3
152	895	2
152	1024	2
152	1082	1
152	1398	8
152	1445	2
152	1504	9
152	1514	1
152	1515	1
152	1521	2
152	1527	3
152	1637	1
152	1977	3
152	1985	3
152	1994	7
152	2045	2
152	2079	6
152	2086	10
152	2118	2
152	2245	2
152	2299	7
152	2352	6
152	2450	2
152	2488	2
152	2659	3
152	2719	2
152	2949	3
152	3008	1
168	254	1
168	526	2
168	668	1
168	969	1
168	1103	1
168	1398	2
168	1475	1
168	1594	1
168	1680	1
168	1776	1
168	1861	1
168	1915	1
168	2511	1
168	2719	1
168	2737	1
168	2827	1
168	2949	2
168	2979	1
168	3040	1
170	219	2
170	242	1
170	274	15
170	324	1
170	401	3
170	471	1
170	526	3
170	600	1
170	621	1
170	758	3
170	807	2
170	825	2
170	1024	1
170	1082	7
170	1103	1
170	1232	1
170	1288	5
170	1398	18
170	1434	1
170	1445	3
170	1475	3
170	1504	15
170	1514	4
170	1515	1
170	1521	1
170	1527	1
170	1594	1
170	1637	1
170	1680	3
170	1703	2
170	1782	1
170	1832	2
170	1915	1
170	1945	3
170	1977	2
170	1985	4
170	1994	10
170	2045	1
170	2079	10
170	2086	12
170	2118	1
170	2245	13
170	2253	1
170	2261	4
170	2299	14
170	2352	2
170	2450	2
170	2461	1
170	2487	1
170	2511	1
170	2616	1
170	2649	2
170	2685	1
170	2695	2
170	2719	4
170	2737	5
170	2827	2
170	2869	3
170	2926	1
170	2937	1
170	2949	9
170	2979	1
170	3009	3
170	3040	1
219	242	1
219	254	2
219	265	1
219	274	9
219	342	1
219	398	2
219	449	1
219	526	1
219	599	2
219	621	1
219	807	1
219	878	2
219	895	3
219	958	1
219	1024	1
219	1082	1
219	1103	3
219	1232	1
219	1288	2
219	1366	4
219	1398	10
219	1404	1
219	1434	3
219	1445	1
219	1504	11
219	1514	2
219	1521	4
219	1527	1
219	1594	1
219	1703	2
219	1823	1
219	1945	2
219	1977	1
219	1985	2
219	1994	6
219	2015	2
219	2079	5
219	2086	14
219	2245	8
219	2253	1
219	2299	8
219	2352	4
219	2450	2
219	2488	1
219	2655	1
219	2659	2
219	2685	1
219	2719	2
219	2737	4
219	2786	1
219	2869	1
219	2893	3
219	2949	10
219	2979	2
219	3040	6
242	254	1
242	274	4
242	401	3
242	471	1
242	526	1
242	599	1
242	807	1
242	1024	3
242	1082	1
242	1232	1
242	1288	1
242	1398	4
242	1445	3
242	1504	4
242	1521	1
242	1637	1
242	1782	1
242	1832	1
242	1861	1
242	1915	1
242	1945	3
242	1994	3
242	2015	2
242	2079	1
242	2086	4
242	2118	2
242	2196	1
242	2245	2
242	2253	1
242	2261	2
242	2299	1
242	2352	2
242	2450	2
242	2659	4
242	2737	1
242	2893	1
242	2949	1
242	2979	1
242	3040	1
254	274	1
254	398	2
254	526	1
